Date,Coin,Price,Open,High,Low,Vol.,Change %
14/03/2023,ETH,1700.15,1673.83,1776.65,1655.74,1.36M,1.57%
13/03/2023,ETH,1673.93,1580.28,1690.18,1565.83,1.30M,5.93%
12/03/2023,ETH,1580.24,1472.08,1585.09,1452.33,1.06M,7.42%
11/03/2023,ETH,1471.15,1426.74,1475.92,1408.58,1.43M,3.11%
10/03/2023,ETH,1426.75,1437.49,1437.49,1371.47,1.01M,-0.82%
9/03/2023,ETH,1438.50,1533.04,1545.98,1413.17,764.77K,-6.17%
8/03/2023,ETH,1533.04,1561.79,1569.70,1531.28,478.44K,-1.84%
7/03/2023,ETH,1561.78,1565.84,1580.95,1536.31,460.10K,-0.26%
6/03/2023,ETH,1565.84,1564.36,1581.13,1555.43,322.16K,0.09%
5/03/2023,ETH,1564.37,1566.73,1587.95,1556.84,313.01K,-0.15%
4/03/2023,ETH,1566.73,1569.45,1577.02,1550.10,247.02K,-0.14%
3/03/2023,ETH,1568.89,1647.86,1649.19,1547.61,783.74K,-4.76%
2/03/2023,ETH,1647.38,1666.09,1677.45,1620.20,440.63K,-1.12%
1/03/2023,ETH,1666.09,1604.69,1668.55,1595.40,497.12K,3.83%
28/02/2023,ETH,1604.69,1633.66,1646.33,1598.67,411.49K,-1.77%
27/02/2023,ETH,1633.66,1641.59,1664.98,1609.82,458.53K,-0.48%
26/02/2023,ETH,1641.60,1594.66,1648.77,1588.65,326.58K,2.94%
25/02/2023,ETH,1594.66,1608.24,1608.62,1562.10,309.29K,-0.84%
24/02/2023,ETH,1608.24,1650.52,1663.82,1579.68,548.07K,-2.56%
23/02/2023,ETH,1650.52,1643.39,1678.20,1630.94,529.75K,0.43%
22/02/2023,ETH,1643.39,1659.41,1666.39,1600.79,560.40K,-0.97%
21/02/2023,ETH,1659.41,1703.29,1716.35,1637.16,554.52K,-2.58%
20/02/2023,ETH,1703.27,1681.49,1719.10,1651.54,478.59K,1.29%
19/02/2023,ETH,1681.52,1691.62,1722.28,1670.97,427.00K,-0.60%
18/02/2023,ETH,1691.62,1693.96,1708.87,1681.17,283.51K,-0.14%
17/02/2023,ETH,1693.96,1640.66,1720.06,1631.92,617.21K,3.25%
16/02/2023,ETH,1640.66,1675.43,1738.87,1634.97,894.27K,-2.08%
15/02/2023,ETH,1675.43,1555.45,1676.94,1542.80,627.07K,7.71%
14/02/2023,ETH,1555.46,1505.85,1565.20,1494.30,705.28K,3.29%
13/02/2023,ETH,1505.84,1515.44,1525.56,1464.10,681.85K,-0.63%
12/02/2023,ETH,1515.44,1538.34,1547.30,1495.05,302.73K,-1.49%
11/02/2023,ETH,1538.34,1513.12,1542.64,1508.07,306.24K,1.62%
10/02/2023,ETH,1513.82,1545.35,1554.19,1499.49,523.33K,-2.04%
9/02/2023,ETH,1545.35,1650.97,1655.96,1530.98,702.21K,-6.40%
8/02/2023,ETH,1650.99,1671.39,1694.28,1631.15,447.57K,-1.22%
7/02/2023,ETH,1671.40,1613.72,1676.83,1613.20,481.91K,3.57%
6/02/2023,ETH,1613.72,1629.44,1657.75,1606.59,401.03K,-0.96%
5/02/2023,ETH,1629.44,1666.90,1671.88,1612.70,435.14K,-2.25%
4/02/2023,ETH,1666.90,1663.78,1694.58,1646.11,328.66K,0.19%
3/02/2023,ETH,1663.79,1641.70,1673.59,1628.73,489.79K,1.34%
2/02/2023,ETH,1641.71,1642.10,1710.27,1632.39,685.27K,-0.02%
1/02/2023,ETH,1642.10,1585.27,1647.27,1560.18,505.44K,3.59%
31/01/2023,ETH,1585.27,1566.50,1602.03,1562.04,368.94K,1.20%
30/01/2023,ETH,1566.50,1645.97,1647.25,1540.25,630.55K,-4.83%
29/01/2023,ETH,1645.97,1572.13,1657.19,1566.90,595.67K,4.63%
28/01/2023,ETH,1573.07,1597.61,1605.96,1561.24,332.62K,-1.54%
27/01/2023,ETH,1597.60,1602.54,1620.15,1560.21,533.75K,-0.31%
26/01/2023,ETH,1602.55,1611.20,1629.89,1581.76,552.26K,-0.54%
25/01/2023,ETH,1611.20,1555.97,1638.97,1523.71,681.59K,3.54%
24/01/2023,ETH,1556.15,1626.52,1641.17,1539.51,493.47K,-4.33%
23/01/2023,ETH,1626.53,1627.04,1643.82,1591.90,436.57K,-0.03%
22/01/2023,ETH,1627.03,1626.66,1662.13,1609.32,456.36K,0.09%
21/01/2023,ETH,1625.53,1659.96,1678.27,1622.89,523.34K,-2.08%
20/01/2023,ETH,1659.98,1551.12,1662.26,1543.21,472.15K,6.98%
19/01/2023,ETH,1551.62,1511.35,1560.70,1510.65,329.04K,2.67%
18/01/2023,ETH,1511.31,1564.66,1604.74,1505.37,801.71K,-3.41%
17/01/2023,ETH,1564.67,1576.94,1603.32,1544.45,536.73K,-0.78%
16/01/2023,ETH,1576.94,1552.69,1598.18,1526.40,617.00K,1.56%
15/01/2023,ETH,1552.69,1550.05,1564.34,1517.40,411.43K,0.17%
14/01/2023,ETH,1550.02,1450.86,1576.83,1449.47,1.03M,6.83%
13/01/2023,ETH,1450.86,1416.08,1463.53,1401.98,552.05K,2.46%
12/01/2023,ETH,1416.08,1389.84,1435.95,1365.78,960.62K,1.89%
11/01/2023,ETH,1389.84,1335.14,1392.40,1322.10,509.99K,4.10%
10/01/2023,ETH,1335.13,1320.51,1344.42,1316.95,487.24K,1.11%
9/01/2023,ETH,1320.51,1288.39,1344.39,1285.97,629.22K,2.49%
8/01/2023,ETH,1288.38,1263.91,1289.13,1259.15,231.75K,1.94%
7/01/2023,ETH,1263.90,1269.14,1270.95,1261.46,141.94K,-0.41%
6/01/2023,ETH,1269.14,1250.95,1274.85,1240.38,369.54K,1.45%
5/01/2023,ETH,1250.95,1256.92,1259.08,1242.93,289.49K,-0.47%
4/01/2023,ETH,1256.92,1214.57,1266.97,1212.91,504.28K,3.49%
3/01/2023,ETH,1214.57,1213.93,1219.75,1206.83,219.98K,0.05%
2/01/2023,ETH,1213.93,1200.52,1220.76,1193.77,270.72K,1.12%
1/01/2023,ETH,1200.52,1195.69,1204.12,1191.67,126.62K,0.41%
31/12/2022,ETH,1195.67,1200.00,1207.71,1193.16,150.20K,-0.34%
30/12/2022,ETH,1199.80,1200.84,1202.13,1186.10,285.77K,-0.09%
29/12/2022,ETH,1200.84,1189.99,1205.34,1187.19,272.59K,0.91%
28/12/2022,ETH,1189.98,1211.60,1214.32,1184.22,407.45K,-1.78%
27/12/2022,ETH,1211.60,1228.22,1233.15,1202.02,290.02K,-1.31%
26/12/2022,ETH,1227.65,1218.69,1230.37,1213.08,177.66K,0.73%
25/12/2022,ETH,1218.69,1220.46,1223.82,1201.20,256.52K,-0.15%
24/12/2022,ETH,1220.46,1220.03,1226.20,1214.76,131.51K,0.04%
23/12/2022,ETH,1220.03,1217.59,1228.46,1212.97,301.17K,0.20%
22/12/2022,ETH,1217.57,1213.99,1229.47,1185.27,383.63K,0.31%
21/12/2022,ETH,1213.85,1217.19,1218.69,1205.48,269.18K,-0.28%
20/12/2022,ETH,1217.20,1167.80,1228.97,1163.57,497.61K,4.23%
19/12/2022,ETH,1167.80,1182.70,1194.47,1152.54,337.02K,-1.26%
18/12/2022,ETH,1182.70,1187.19,1196.55,1172.82,272.63K,-0.38%
17/12/2022,ETH,1187.18,1166.70,1189.21,1162.76,363.23K,1.75%
16/12/2022,ETH,1166.70,1266.32,1279.27,1156.91,829.23K,-7.87%
15/12/2022,ETH,1266.32,1307.29,1311.07,1260.89,446.34K,-3.13%
14/12/2022,ETH,1307.30,1320.76,1348.43,1302.76,614.31K,-1.02%
13/12/2022,ETH,1320.76,1275.49,1345.07,1255.82,717.71K,3.59%
12/12/2022,ETH,1275.02,1263.42,1278.37,1241.45,395.62K,0.92%
11/12/2022,ETH,1263.42,1266.36,1282.86,1258.53,192.46K,-0.25%
10/12/2022,ETH,1266.62,1262.88,1281.24,1260.05,193.32K,0.30%
9/12/2022,ETH,1262.86,1280.29,1291.11,1257.00,437.55K,-1.36%
8/12/2022,ETH,1280.29,1231.04,1289.87,1223.27,447.07K,4.00%
7/12/2022,ETH,1231.04,1271.24,1275.30,1221.10,422.12K,-3.16%
6/12/2022,ETH,1271.26,1259.56,1273.92,1243.66,342.16K,0.93%
5/12/2022,ETH,1259.56,1279.21,1303.92,1248.69,430.54K,-1.58%
4/12/2022,ETH,1279.74,1240.46,1284.24,1240.14,344.96K,3.17%
3/12/2022,ETH,1240.46,1295.69,1302.61,1237.81,373.79K,-4.26%
2/12/2022,ETH,1295.69,1276.05,1295.80,1266.16,393.37K,1.54%
1/12/2022,ETH,1276.05,1294.40,1295.82,1263.58,453.59K,-1.42%
30/11/2022,ETH,1294.41,1216.54,1304.97,1213.44,858.51K,6.40%
29/11/2022,ETH,1216.55,1167.73,1226.35,1159.72,549.93K,4.18%
28/11/2022,ETH,1167.73,1193.38,1199.06,1151.98,518.17K,-2.15%
27/11/2022,ETH,1193.38,1205.17,1222.83,1191.09,306.64K,-0.98%
26/11/2022,ETH,1205.15,1198.12,1229.20,1196.93,413.09K,0.59%
25/11/2022,ETH,1198.12,1203.77,1204.75,1172.63,426.96K,-0.47%
24/11/2022,ETH,1203.77,1185.70,1217.38,1180.91,544.83K,1.52%
23/11/2022,ETH,1185.79,1139.74,1189.17,1128.53,688.96K,4.04%
22/11/2022,ETH,1139.74,1107.46,1141.58,1077.85,815.18K,2.91%
21/11/2022,ETH,1107.46,1142.88,1143.96,1081.96,981.81K,-3.10%
20/11/2022,ETH,1142.88,1217.65,1226.14,1135.57,564.89K,-6.14%
19/11/2022,ETH,1217.65,1208.92,1231.15,1207.34,225.46K,0.86%
18/11/2022,ETH,1207.31,1206.99,1225.39,1201.47,388.69K,0.18%
17/11/2022,ETH,1205.17,1206.16,1227.73,1185.58,567.61K,-0.08%
16/11/2022,ETH,1206.16,1253.45,1267.62,1188.76,705.31K,-3.77%
15/11/2022,ETH,1253.45,1242.64,1289.21,1235.39,686.18K,0.87%
14/11/2022,ETH,1242.64,1221.47,1289.01,1175.42,1.01M,1.73%
13/11/2022,ETH,1221.47,1256.29,1274.24,1205.61,597.25K,-2.77%
12/11/2022,ETH,1256.29,1288.71,1291.39,1239.34,602.58K,-2.51%
11/11/2022,ETH,1288.63,1299.21,1307.16,1203.04,1.45M,-0.81%
10/11/2022,ETH,1299.15,1100.86,1346.92,1089.01,2.19M,18.01%
9/11/2022,ETH,1100.84,1335.26,1337.19,1076.29,2.92M,-17.56%
8/11/2022,ETH,1335.25,1567.54,1576.10,1241.18,2.87M,-14.82%
7/11/2022,ETH,1567.57,1570.71,1608.06,1547.29,719.30K,-0.21%
6/11/2022,ETH,1570.86,1626.86,1637.44,1565.79,464.26K,-3.45%
5/11/2022,ETH,1627.07,1645.03,1664.42,1623.48,404.02K,-1.09%
4/11/2022,ETH,1645.01,1531.06,1666.17,1528.60,1.07M,7.44%
3/11/2022,ETH,1531.08,1518.99,1558.75,1515.75,631.90K,0.79%
2/11/2022,ETH,1519.04,1579.59,1618.82,1503.29,1.14M,-3.84%
1/11/2022,ETH,1579.64,1572.89,1609.10,1564.69,593.31K,0.43%
31/10/2022,ETH,1572.89,1590.47,1634.17,1550.72,938.65K,-1.11%
30/10/2022,ETH,1590.47,1619.67,1638.60,1577.35,542.49K,-1.80%
29/10/2022,ETH,1619.69,1554.47,1660.13,1548.83,1.05M,4.20%
28/10/2022,ETH,1554.47,1514.14,1572.66,1489.99,966.35K,2.66%
27/10/2022,ETH,1514.19,1566.18,1575.90,1508.24,1.02M,-3.32%
26/10/2022,ETH,1566.16,1459.60,1590.23,1458.61,1.43M,7.30%
25/10/2022,ETH,1459.60,1343.88,1522.06,1335.38,1.28M,8.61%
24/10/2022,ETH,1343.88,1364.19,1369.35,1324.25,665.58K,-1.47%
23/10/2022,ETH,1363.92,1313.64,1370.91,1301.80,473.61K,3.83%
22/10/2022,ETH,1313.64,1299.76,1318.84,1294.61,244.20K,1.07%
21/10/2022,ETH,1299.76,1282.87,1306.27,1257.83,525.54K,1.32%
20/10/2022,ETH,1282.87,1285.33,1310.47,1272.79,483.19K,-0.19%
19/10/2022,ETH,1285.32,1310.81,1313.46,1282.44,406.74K,-1.94%
18/10/2022,ETH,1310.81,1331.40,1341.21,1287.58,625.85K,-1.53%
17/10/2022,ETH,1331.12,1305.95,1338.39,1296.45,498.15K,1.93%
16/10/2022,ETH,1305.95,1274.93,1314.52,1274.66,333.15K,2.46%
15/10/2022,ETH,1274.57,1296.74,1301.48,1264.86,321.11K,-1.71%
14/10/2022,ETH,1296.74,1287.33,1342.01,1284.08,734.03K,0.73%
13/10/2022,ETH,1287.34,1294.56,1299.74,1196.63,1.09M,-0.56%
12/10/2022,ETH,1294.57,1279.97,1304.45,1275.77,418.57K,1.14%
11/10/2022,ETH,1279.97,1290.00,1297.59,1269.35,498.63K,-0.78%
10/10/2022,ETH,1290.04,1323.17,1337.58,1288.68,451.44K,-2.52%
9/10/2022,ETH,1323.41,1315.08,1328.55,1308.15,210.50K,0.64%
8/10/2022,ETH,1315.05,1331.07,1336.69,1304.08,227.70K,-1.20%
7/10/2022,ETH,1330.99,1352.17,1361.26,1319.17,574.76K,-1.57%
6/10/2022,ETH,1352.27,1352.07,1383.02,1347.78,680.65K,0.01%
5/10/2022,ETH,1352.07,1361.51,1364.03,1317.58,564.42K,-0.69%
4/10/2022,ETH,1361.48,1323.37,1367.30,1318.87,550.05K,2.88%
3/10/2022,ETH,1323.41,1277.02,1329.16,1266.86,604.19K,3.74%
2/10/2022,ETH,1275.74,1311.80,1317.41,1272.38,432.45K,-2.75%
1/10/2022,ETH,1311.80,1328.73,1333.61,1303.22,293.02K,-1.27%
30/09/2022,ETH,1328.73,1336.05,1372.44,1316.62,866.63K,-0.55%
29/09/2022,ETH,1336.08,1337.34,1351.61,1289.66,871.66K,-0.10%
28/09/2022,ETH,1337.37,1328.23,1354.75,1261.29,1.08M,0.69%
27/09/2022,ETH,1328.23,1337.07,1399.67,1305.49,1.00M,-0.66%
26/09/2022,ETH,1337.06,1294.24,1339.17,1279.71,1.05M,3.31%
25/09/2022,ETH,1294.26,1317.01,1335.73,1271.87,579.09K,-1.73%
24/09/2022,ETH,1317.00,1327.91,1348.91,1307.96,559.42K,-0.83%
23/09/2022,ETH,1327.96,1326.12,1356.74,1264.91,1.16M,0.11%
22/09/2022,ETH,1326.44,1247.64,1346.38,1237.96,1.11M,6.31%
21/09/2022,ETH,1247.74,1323.34,1388.38,1222.29,1.39M,-5.71%
20/09/2022,ETH,1323.33,1375.96,1384.39,1315.03,765.14K,-3.83%
19/09/2022,ETH,1376.00,1334.82,1391.50,1284.50,1.11M,3.07%
18/09/2022,ETH,1335.01,1468.76,1469.21,1327.21,934.28K,-9.11%
17/09/2022,ETH,1468.79,1434.01,1475.05,1409.65,483.78K,2.43%
16/09/2022,ETH,1434.01,1472.63,1483.43,1410.90,829.01K,-2.62%
15/09/2022,ETH,1472.64,1637.89,1653.55,1461.16,1.66M,-10.09%
14/09/2022,ETH,1637.92,1574.41,1646.09,1556.97,858.28K,4.03%
13/09/2022,ETH,1574.47,1716.45,1751.50,1562.30,1.30M,-8.27%
12/09/2022,ETH,1716.42,1766.99,1782.74,1694.08,727.78K,-2.86%
11/09/2022,ETH,1766.93,1774.38,1786.73,1722.62,467.42K,-0.42%
10/09/2022,ETH,1774.38,1718.84,1788.10,1707.81,470.19K,3.23%
9/09/2022,ETH,1718.81,1635.33,1743.47,1631.17,969.87K,5.14%
8/09/2022,ETH,1634.85,1629.63,1660.56,1595.90,772.84K,0.33%
7/09/2022,ETH,1629.51,1557.85,1657.05,1493.19,976.59K,4.60%
6/09/2022,ETH,1557.85,1617.40,1686.23,1556.09,1.18M,-3.66%
5/09/2022,ETH,1617.07,1578.90,1628.77,1557.66,571.75K,2.42%
4/09/2022,ETH,1578.89,1557.35,1580.81,1541.16,339.06K,1.37%
3/09/2022,ETH,1557.55,1575.31,1581.37,1535.98,378.79K,-1.13%
2/09/2022,ETH,1575.34,1585.55,1647.50,1547.68,1.04M,-0.64%
1/09/2022,ETH,1585.48,1554.57,1597.48,1514.75,823.90K,1.95%
31/08/2022,ETH,1555.12,1523.39,1617.09,1523.39,1.07M,2.09%
30/08/2022,ETH,1523.34,1552.56,1605.30,1475.68,1.14M,-1.88%
29/08/2022,ETH,1552.60,1426.25,1559.46,1424.33,931.76K,8.86%
28/08/2022,ETH,1426.25,1490.88,1507.92,1424.69,633.35K,-4.33%
27/08/2022,ETH,1490.83,1508.32,1518.14,1449.31,866.82K,-1.14%
26/08/2022,ETH,1508.08,1695.38,1703.32,1490.67,1.34M,-11.05%
25/08/2022,ETH,1695.37,1656.64,1720.84,1654.77,677.67K,2.34%
24/08/2022,ETH,1656.64,1665.30,1691.25,1606.06,827.20K,-0.50%
23/08/2022,ETH,1664.89,1626.70,1672.63,1564.37,1.05M,2.34%
22/08/2022,ETH,1626.75,1618.21,1627.13,1531.91,1.04M,0.53%
21/08/2022,ETH,1618.25,1575.61,1644.88,1563.92,852.07K,2.71%
20/08/2022,ETH,1575.60,1609.01,1654.84,1525.51,1.01M,-2.11%
19/08/2022,ETH,1609.48,1846.52,1846.97,1607.60,1.59M,-12.84%
18/08/2022,ETH,1846.51,1834.19,1880.22,1822.04,675.27K,0.67%
17/08/2022,ETH,1834.18,1876.69,1956.54,1821.00,1.10M,-2.27%
16/08/2022,ETH,1876.70,1900.08,1914.06,1856.44,725.78K,-1.24%
15/08/2022,ETH,1900.25,1935.10,2012.02,1873.70,1.09M,-1.80%
14/08/2022,ETH,1935.10,1983.52,2028.40,1909.19,662.15K,-2.44%
13/08/2022,ETH,1983.50,1957.62,2018.97,1946.65,798.08K,1.32%
12/08/2022,ETH,1957.63,1880.30,1961.83,1856.64,834.69K,4.11%
11/08/2022,ETH,1880.28,1853.50,1931.06,1850.72,1.31M,1.45%
10/08/2022,ETH,1853.46,1702.80,1881.39,1657.78,1.52M,8.85%
9/08/2022,ETH,1702.80,1778.15,1789.55,1668.79,960.58K,-4.25%
8/08/2022,ETH,1778.42,1700.26,1813.45,1694.69,951.02K,4.59%
7/08/2022,ETH,1700.29,1690.29,1728.97,1669.39,530.48K,0.59%
6/08/2022,ETH,1690.27,1737.66,1749.33,1687.74,696.11K,-2.73%
5/08/2022,ETH,1737.71,1607.00,1740.33,1605.71,1.21M,8.14%
4/08/2022,ETH,1606.94,1618.07,1661.15,1581.18,881.56K,-0.69%
3/08/2022,ETH,1618.08,1631.46,1682.23,1591.60,906.08K,-0.82%
2/08/2022,ETH,1631.48,1630.07,1675.51,1560.17,1.25M,0.08%
1/08/2022,ETH,1630.10,1679.98,1702.81,1607.29,959.53K,-2.97%
31/07/2022,ETH,1680.00,1695.99,1752.94,1667.41,822.23K,-0.94%
30/07/2022,ETH,1695.97,1720.80,1741.34,1674.42,891.42K,-1.44%
29/07/2022,ETH,1720.77,1725.97,1764.74,1658.26,1.44M,-0.30%
28/07/2022,ETH,1726.01,1635.99,1781.39,1597.67,1.87M,5.50%
27/07/2022,ETH,1636.01,1449.65,1643.70,1421.17,1.80M,12.77%
26/07/2022,ETH,1450.70,1438.76,1451.46,1357.70,1.42M,0.85%
25/07/2022,ETH,1438.52,1598.19,1608.06,1438.50,1.65M,-9.99%
24/07/2022,ETH,1598.19,1549.61,1659.93,1547.70,1.18M,3.14%
23/07/2022,ETH,1549.61,1534.85,1596.02,1490.35,1.03M,0.96%
22/07/2022,ETH,1534.85,1575.68,1644.99,1520.36,1.43M,-2.59%
21/07/2022,ETH,1575.68,1520.66,1600.35,1465.93,1.55M,3.62%
20/07/2022,ETH,1520.64,1543.45,1618.43,1488.73,1.65M,-1.48%
19/07/2022,ETH,1543.50,1584.33,1620.35,1494.88,2.18M,-2.60%
18/07/2022,ETH,1584.77,1337.92,1590.95,1336.75,2.37M,18.46%
17/07/2022,ETH,1337.85,1356.00,1385.23,1323.23,1.41M,-1.34%
16/07/2022,ETH,1356.08,1231.03,1399.16,1192.18,1.77M,10.16%
15/07/2022,ETH,1231.03,1192.83,1284.76,1182.22,1.74M,3.21%
14/07/2022,ETH,1192.75,1115.80,1210.17,1072.58,1.86M,6.89%
13/07/2022,ETH,1115.83,1038.60,1116.51,1012.29,2.48M,7.44%
12/07/2022,ETH,1038.56,1096.41,1097.75,1035.82,1.49M,-5.28%
11/07/2022,ETH,1096.43,1167.35,1170.63,1093.28,1.34M,-6.08%
10/07/2022,ETH,1167.35,1216.94,1219.26,1155.25,1.12M,-4.07%
9/07/2022,ETH,1216.94,1216.26,1232.69,1205.26,644.47K,0.05%
8/07/2022,ETH,1216.33,1238.10,1275.69,1194.15,1.45M,-1.76%
7/07/2022,ETH,1238.15,1186.48,1252.69,1163.85,1.18M,4.36%
6/07/2022,ETH,1186.45,1133.87,1202.09,1112.02,1.42M,4.63%
5/07/2022,ETH,1133.90,1151.19,1170.97,1079.36,1.59M,-1.50%
4/07/2022,ETH,1151.19,1074.07,1159.76,1045.97,1.35M,7.18%
3/07/2022,ETH,1074.08,1066.60,1086.90,1041.82,755.27K,0.70%
2/07/2022,ETH,1066.60,1059.05,1077.66,1029.03,865.06K,0.72%
1/07/2022,ETH,1058.94,1069.13,1110.25,1035.79,1.89M,-0.95%
30/06/2022,ETH,1069.05,1099.51,1105.88,1000.77,1.71M,-2.77%
29/06/2022,ETH,1099.51,1143.95,1155.02,1088.10,1.54M,-3.89%
28/06/2022,ETH,1143.97,1191.02,1234.96,1137.57,1.32M,-3.94%
27/06/2022,ETH,1190.84,1198.03,1237.14,1176.77,1.07M,-0.60%
26/06/2022,ETH,1198.03,1241.80,1276.81,1196.20,1.13M,-3.52%
25/06/2022,ETH,1241.76,1224.96,1255.55,1181.11,1.03M,1.37%
24/06/2022,ETH,1225.03,1144.33,1244.82,1132.87,1.66M,7.07%
23/06/2022,ETH,1144.19,1049.02,1152.97,1046.57,1.57M,9.07%
22/06/2022,ETH,1049.02,1125.96,1127.06,1045.37,1.58M,-6.83%
21/06/2022,ETH,1125.96,1128.29,1192.27,1110.63,1.60M,-0.21%
20/06/2022,ETH,1128.32,1128.39,1165.62,1056.58,2.04M,-0.01%
19/06/2022,ETH,1128.39,995.49,1152.07,938.24,2.42M,13.34%
18/06/2022,ETH,995.61,1086.47,1096.93,883.35,2.77M,-8.36%
17/06/2022,ETH,1086.47,1068.49,1116.46,1052.17,1.45M,1.68%
16/06/2022,ETH,1068.49,1237.92,1254.28,1052.65,1.76M,-13.69%
15/06/2022,ETH,1237.92,1208.82,1244.80,1016.99,3.73M,2.24%
14/06/2022,ETH,1210.84,1206.67,1261.39,1078.11,3.27M,0.35%
13/06/2022,ETH,1206.67,1434.43,1454.07,1168.68,4.39M,-15.94%
12/06/2022,ETH,1435.46,1531.50,1542.01,1430.93,1.82M,-6.27%
11/06/2022,ETH,1531.42,1663.04,1681.58,1503.15,1.44M,-7.91%
10/06/2022,ETH,1663.02,1788.15,1803.54,1657.30,1.13M,-6.99%
9/06/2022,ETH,1788.06,1792.81,1832.70,1778.00,625.76K,-0.28%
8/06/2022,ETH,1793.00,1813.05,1837.41,1766.94,1.09M,-1.14%
7/06/2022,ETH,1813.72,1859.99,1870.99,1727.77,1.64M,-2.49%
6/06/2022,ETH,1859.99,1806.11,1919.40,1804.77,939.37K,2.95%
5/06/2022,ETH,1806.71,1804.60,1829.25,1773.65,437.73K,0.13%
4/06/2022,ETH,1804.37,1775.28,1815.19,1748.89,442.10K,1.64%
3/06/2022,ETH,1775.29,1834.66,1843.31,1740.83,884.53K,-3.24%
2/06/2022,ETH,1834.64,1817.98,1851.25,1784.23,975.53K,0.91%
1/06/2022,ETH,1818.07,1941.81,1971.22,1770.85,1.29M,-6.37%
31/05/2022,ETH,1941.79,1998.46,2015.02,1928.93,933.24K,-2.84%
30/05/2022,ETH,1998.46,1813.56,2009.95,1804.33,1.04M,10.20%
29/05/2022,ETH,1813.56,1792.25,1824.81,1764.72,554.58K,1.16%
28/05/2022,ETH,1792.68,1724.67,1807.79,1722.88,658.23K,3.97%
27/05/2022,ETH,1724.30,1793.19,1820.82,1708.62,1.57M,-3.85%
26/05/2022,ETH,1793.42,1942.89,1964.91,1744.12,1.42M,-7.69%
25/05/2022,ETH,1942.91,1979.40,2020.64,1937.52,639.93K,-1.84%
24/05/2022,ETH,1979.35,1973.01,1992.60,1914.48,620.41K,0.33%
23/05/2022,ETH,1972.93,2043.19,2086.21,1959.57,738.09K,-3.44%
22/05/2022,ETH,2043.19,1975.12,2055.15,1966.34,425.98K,3.45%
21/05/2022,ETH,1975.12,1959.79,1989.44,1940.59,292.47K,0.78%
20/05/2022,ETH,1959.85,2019.36,2061.08,1923.86,699.69K,-2.95%
19/05/2022,ETH,2019.34,1913.99,2039.71,1903.67,858.97K,5.61%
18/05/2022,ETH,1912.12,2091.05,2108.84,1909.56,751.82K,-8.56%
17/05/2022,ETH,2091.14,2023.00,2120.03,2008.84,736.63K,3.37%
16/05/2022,ETH,2022.93,2145.86,2145.86,1979.93,950.85K,-5.73%
15/05/2022,ETH,2145.86,2056.33,2161.78,2001.74,589.77K,4.36%
14/05/2022,ETH,2056.30,2009.55,2068.66,1952.07,656.94K,2.33%
13/05/2022,ETH,2009.53,1955.59,2146.22,1941.53,1.34M,2.77%
12/05/2022,ETH,1955.36,2087.17,2190.51,1796.24,2.84M,-6.03%
11/05/2022,ETH,2080.79,2342.27,2451.33,2007.57,2.70M,-11.16%
10/05/2022,ETH,2342.30,2229.69,2455.19,2202.02,1.95M,5.08%
9/05/2022,ETH,2229.10,2519.98,2529.35,2228.90,1.93M,-11.54%
8/05/2022,ETH,2519.98,2636.03,2641.84,2492.59,925.40K,-4.40%
7/05/2022,ETH,2636.03,2692.92,2703.11,2589.29,458.05K,-2.11%
6/05/2022,ETH,2692.88,2747.60,2757.14,2635.85,881.18K,-1.99%
5/05/2022,ETH,2747.46,2940.70,2952.84,2730.95,899.82K,-6.57%
4/05/2022,ETH,2940.70,2781.47,2963.54,2773.90,662.07K,5.72%
3/05/2022,ETH,2781.47,2856.01,2861.42,2757.36,447.80K,-2.61%
2/05/2022,ETH,2856.01,2825.65,2879.99,2780.08,617.74K,1.07%
1/05/2022,ETH,2825.80,2727.20,2847.02,2720.57,512.01K,3.62%
30/04/2022,ETH,2727.18,2817.14,2841.16,2716.31,430.98K,-3.18%
29/04/2022,ETH,2816.66,2937.01,2946.18,2778.33,629.56K,-4.10%
28/04/2022,ETH,2937.01,2889.01,2977.78,2856.42,726.03K,1.66%
27/04/2022,ETH,2888.99,2810.42,2916.39,2795.58,602.24K,2.80%
26/04/2022,ETH,2810.42,3006.04,3032.70,2768.38,694.46K,-6.51%
25/04/2022,ETH,3006.04,2922.03,3023.23,2800.21,807.69K,2.88%
24/04/2022,ETH,2922.03,2931.90,2966.94,2915.66,269.29K,-0.34%
23/04/2022,ETH,2931.90,2963.00,2977.45,2917.84,227.07K,-1.05%
22/04/2022,ETH,2963.00,2983.91,3029.14,2937.47,544.89K,-0.70%
21/04/2022,ETH,2983.95,3076.06,3176.69,2950.97,675.44K,-3.00%
20/04/2022,ETH,3076.38,3101.79,3161.90,3037.67,512.72K,-0.83%
19/04/2022,ETH,3102.01,3055.86,3128.86,3030.32,427.14K,1.52%
18/04/2022,ETH,3055.64,2989.05,3069.07,2887.25,681.76K,2.23%
17/04/2022,ETH,2989.05,3058.96,3081.14,2983.17,311.54K,-2.29%
16/04/2022,ETH,3058.96,3042.01,3084.84,3011.47,245.47K,0.56%
15/04/2022,ETH,3042.01,3021.93,3056.84,2996.62,309.95K,0.66%
14/04/2022,ETH,3021.93,3117.21,3143.18,2980.84,546.54K,-3.05%
13/04/2022,ETH,3116.92,3027.64,3128.20,2999.66,563.89K,2.96%
