Date,Coin,Price,Open,High,Low,Vol.,Change %
11/05/2021,ETH,4167.78,3948.66,4177.53,3781.86,1.27M,5.57%
10/05/2021,ETH,3947.90,3923.48,4203.98,3669.84,2.70M,0.65%
9/05/2021,ETH,3922.23,3905.69,3979.77,3734.44,1.94M,0.43%
8/05/2021,ETH,3905.55,3479.81,3952.88,3453.37,1.34M,12.19%
7/05/2021,ETH,3481.22,3490.83,3583.34,3363.56,1.35M,-0.24%
6/05/2021,ETH,3489.52,3522.74,3601.59,3380.60,1.51M,-0.94%
5/05/2021,ETH,3522.76,3284.31,3540.78,3228.86,1.87M,7.18%
4/05/2021,ETH,3286.71,3429.48,3516.34,3188.90,2.74M,-4.16%
3/05/2021,ETH,3429.37,2950.07,3451.44,2950.07,2.32M,16.24%
2/05/2021,ETH,2950.33,2945.04,2984.52,2854.12,1.30M,0.19%
1/05/2021,ETH,2944.66,2772.27,2951.74,2753.60,1.51M,6.20%
30/04/2021,ETH,2772.78,2757.02,2797.61,2726.03,1.52M,0.56%
29/04/2021,ETH,2757.36,2746.51,2797.52,2670.35,1.65M,0.39%
28/04/2021,ETH,2746.54,2665.83,2759.03,2562.74,1.74M,3.05%
27/04/2021,ETH,2665.24,2531.07,2677.95,2484.44,1.45M,5.22%
26/04/2021,ETH,2533.12,2320.63,2539.80,2305.97,1.79M,9.35%
25/04/2021,ETH,2316.48,2217.23,2355.20,2169.91,1.02M,4.54%
24/04/2021,ETH,2215.93,2367.35,2367.46,2159.60,1.61M,-6.39%
23/04/2021,ETH,2367.31,2398.95,2440.21,2119.26,3.46M,-1.41%
22/04/2021,ETH,2401.10,2360.32,2642.99,2313.46,3.17M,1.71%
21/04/2021,ETH,2360.81,2331.84,2467.51,2238.15,2.10M,1.23%
20/04/2021,ETH,2332.14,2161.06,2345.18,2058.00,1.86M,7.94%
19/04/2021,ETH,2160.63,2236.10,2275.87,2081.30,1.90M,-3.42%
18/04/2021,ETH,2237.17,2317.88,2338.53,1948.93,2.76M,-3.50%
17/04/2021,ETH,2318.33,2424.12,2493.93,2314.12,1.73M,-4.33%
16/04/2021,ETH,2423.18,2514.55,2544.54,2302.30,2.08M,-3.62%
15/04/2021,ETH,2514.22,2432.90,2541.90,2402.75,1.91M,3.40%
14/04/2021,ETH,2431.56,2299.25,2445.40,2281.49,2.11M,5.72%
13/04/2021,ETH,2299.93,2137.55,2315.47,2136.49,2.38M,7.58%
12/04/2021,ETH,2137.81,2150.79,2199.52,2103.73,2.16M,-0.63%
11/04/2021,ETH,2151.42,2133.89,2164.76,2114.55,1.97M,0.83%
10/04/2021,ETH,2133.79,2067.26,2197.73,2058.23,2.09M,3.23%
9/04/2021,ETH,2066.93,2080.20,2101.07,2050.39,2.47M,-0.62%
8/04/2021,ETH,2079.92,1962.44,2084.08,1951.83,1.73M,6.04%
7/04/2021,ETH,1961.46,2112.41,2128.25,1939.64,2.30M,-7.11%
6/04/2021,ETH,2111.53,2108.81,2150.78,2047.48,1.93M,0.24%
5/04/2021,ETH,2106.41,2076.14,2127.89,2004.05,2.31M,1.47%
4/04/2021,ETH,2075.94,2007.82,2091.31,1982.00,1.59M,3.35%
3/04/2021,ETH,2008.59,2134.66,2137.68,2004.40,2.01M,-5.90%
2/04/2021,ETH,2134.55,1968.12,2144.11,1949.99,2.47M,8.47%
1/04/2021,ETH,1967.96,1918.82,1983.84,1897.38,2.08M,2.61%
31/03/2021,ETH,1917.99,1841.01,1945.40,1774.66,2.59M,4.18%
30/03/2021,ETH,1841.01,1816.92,1857.65,1788.60,3.03M,1.34%
29/03/2021,ETH,1816.69,1686.88,1839.41,1678.38,1.94M,7.70%
28/03/2021,ETH,1686.80,1712.89,1724.74,1661.92,1.31M,-1.53%
27/03/2021,ETH,1713.01,1698.68,1731.73,1667.12,1.40M,0.85%
26/03/2021,ETH,1698.60,1586.36,1699.27,1586.28,1.64M,7.06%
25/03/2021,ETH,1586.54,1582.23,1621.32,1550.11,1.54M,0.26%
24/03/2021,ETH,1582.38,1668.42,1739.82,1546.48,1.88M,-5.13%
23/03/2021,ETH,1667.90,1681.50,1720.01,1654.14,1.46M,-0.86%
22/03/2021,ETH,1682.37,1783.58,1806.62,1659.28,1.58M,-5.68%
21/03/2021,ETH,1783.72,1804.60,1815.85,1748.47,1.43M,-1.16%
20/03/2021,ETH,1804.60,1809.09,1868.09,1801.60,27.03K,-0.28%
19/03/2021,ETH,1809.64,1775.87,1848.88,1735.42,1.20M,1.89%
18/03/2021,ETH,1776.08,1823.72,1849.23,1760.83,1.53M,-2.59%
17/03/2021,ETH,1823.35,1804.56,1837.88,1743.62,1.50M,1.03%
16/03/2021,ETH,1804.85,1792.08,1817.35,1715.97,1.81M,0.70%
15/03/2021,ETH,1792.38,1848.18,1890.59,1745.04,1.70M,-3.07%
14/03/2021,ETH,1849.06,1921.29,1932.36,1836.78,671.56K,-3.75%
13/03/2021,ETH,1921.13,1767.05,1943.36,1730.46,1.79M,8.73%
12/03/2021,ETH,1766.90,1827.44,1841.19,1723.18,1.52M,-3.23%
11/03/2021,ETH,1825.79,1794.28,1845.32,1729.05,1.58M,1.76%
10/03/2021,ETH,1794.14,1869.32,1875.98,1759.50,1.66M,-4.01%
9/03/2021,ETH,1869.10,1831.57,1869.10,1801.29,1.58M,2.05%
8/03/2021,ETH,1831.49,1727.17,1841.05,1665.54,1.97M,5.98%
7/03/2021,ETH,1728.10,1650.94,1732.84,1634.73,1.69M,4.78%
6/03/2021,ETH,1649.19,1530.24,1670.01,1514.62,2.07M,7.77%
5/03/2021,ETH,1530.29,1539.73,1548.71,1443.32,1.67M,-0.54%
4/03/2021,ETH,1538.61,1567.84,1623.73,1506.86,1.70M,-2.06%
3/03/2021,ETH,1571.05,1488.80,1653.04,1477.72,1.17M,5.54%
2/03/2021,ETH,1488.62,1570.00,1602.13,1457.22,1.74M,-5.18%
1/03/2021,ETH,1570.03,1418.91,1571.15,1411.55,1.92M,10.66%
28/02/2021,ETH,1418.76,1458.84,1467.76,1294.79,2.07M,-2.75%
27/02/2021,ETH,1458.93,1445.69,1527.69,1427.15,1.56M,0.93%
26/02/2021,ETH,1445.44,1476.77,1561.66,1403.30,2.13M,-2.08%
25/02/2021,ETH,1476.15,1623.76,1669.24,1460.92,1.75M,-9.09%
24/02/2021,ETH,1623.71,1578.27,1711.16,1505.79,2.19M,2.89%
23/02/2021,ETH,1578.11,1777.25,1781.44,1370.45,3.60M,-11.21%
22/02/2021,ETH,1777.28,1933.52,1935.04,1561.68,2.68M,-8.08%
21/02/2021,ETH,1933.45,1912.97,1974.99,1885.70,1.47M,1.02%
20/02/2021,ETH,1913.88,1955.54,2040.79,1800.00,2.29M,-2.13%
19/02/2021,ETH,1955.59,1934.17,1968.93,1892.70,1.78M,1.11%
18/02/2021,ETH,1934.16,1849.95,1950.04,1849.05,881.87K,4.66%
17/02/2021,ETH,1847.95,1781.44,1854.03,1734.15,1.69M,3.72%
16/02/2021,ETH,1781.69,1778.63,1827.07,1726.78,1.48M,0.16%
15/02/2021,ETH,1778.82,1800.60,1835.51,1661.09,1.94M,-1.27%
14/02/2021,ETH,1801.78,1815.44,1850.00,1787.11,1.43M,-0.76%
13/02/2021,ETH,1815.49,1840.90,1871.36,1766.05,1.44M,-1.39%
12/02/2021,ETH,1841.02,1786.74,1862.17,1741.04,1.75M,3.06%
11/02/2021,ETH,1786.35,1742.11,1817.68,1704.97,1.56M,2.54%
10/02/2021,ETH,1742.09,1770.81,1835.40,1683.52,2.01M,-1.61%
9/02/2021,ETH,1770.63,1750.19,1818.94,1711.40,1.94M,1.17%
8/02/2021,ETH,1750.18,1612.98,1775.12,1566.43,2.17M,8.50%
7/02/2021,ETH,1612.99,1676.62,1692.29,1491.68,1.94M,-3.80%
6/02/2021,ETH,1676.63,1719.11,1742.90,1648.03,1.78M,-2.48%
5/02/2021,ETH,1719.20,1593.91,1760.09,1589.28,1.80M,7.85%
4/02/2021,ETH,1594.00,1664.19,1693.64,1570.45,2.34M,-4.23%
3/02/2021,ETH,1664.34,1511.96,1667.93,1510.27,2.27M,10.12%
2/02/2021,ETH,1511.36,1373.31,1546.88,1361.63,2.73M,10.04%
1/02/2021,ETH,1373.40,1312.69,1376.44,1272.09,1.65M,4.62%
31/01/2021,ETH,1312.73,1377.05,1380.04,1282.41,1.54M,-4.67%
30/01/2021,ETH,1376.96,1379.78,1405.78,1327.66,1.59M,-0.17%
29/01/2021,ETH,1379.30,1329.16,1436.27,1288.26,3.33M,3.83%
28/01/2021,ETH,1328.47,1247.67,1359.51,1221.15,814.31K,6.48%
27/01/2021,ETH,1247.62,1366.14,1372.31,1210.40,2.90M,-8.68%
26/01/2021,ETH,1366.27,1317.67,1377.94,1246.45,2.56M,3.67%
25/01/2021,ETH,1317.90,1390.69,1474.68,1298.13,2.77M,-5.21%
24/01/2021,ETH,1390.28,1233.41,1398.00,1222.14,2.30M,12.72%
23/01/2021,ETH,1233.40,1234.34,1271.65,1196.94,1.46M,-0.10%
22/01/2021,ETH,1234.58,1118.01,1272.85,1045.02,2.94M,10.49%
21/01/2021,ETH,1117.33,1377.63,1387.39,1095.26,2.76M,-18.89%
20/01/2021,ETH,1377.53,1372.00,1406.56,1237.27,3.05M,0.40%
19/01/2021,ETH,1372.00,1258.10,1437.42,1252.36,2.27M,9.06%
18/01/2021,ETH,1258.06,1233.93,1260.30,1184.15,1.73M,2.06%
17/01/2021,ETH,1232.64,1228.33,1269.01,1168.39,2.15M,0.36%
16/01/2021,ETH,1228.27,1172.12,1290.92,1154.04,2.29M,4.83%
15/01/2021,ETH,1171.68,1233.34,1256.13,1079.19,2.85M,-4.44%
14/01/2021,ETH,1226.17,1128.80,1246.52,1088.52,1.55M,8.66%
13/01/2021,ETH,1128.46,1050.20,1134.66,990.96,2.25M,7.45%
12/01/2021,ETH,1050.19,1086.96,1149.19,1008.28,3.09M,-3.78%
11/01/2021,ETH,1091.47,1255.84,1257.30,917.96,4.19M,-13.10%
10/01/2021,ETH,1256.04,1275.87,1347.98,1180.45,2.65M,-1.53%
9/01/2021,ETH,1275.58,1215.92,1301.75,1172.39,1.99M,4.92%
8/01/2021,ETH,1215.73,1224.33,1271.08,1069.25,2.71M,-0.70%
7/01/2021,ETH,1224.35,1208.71,1286.81,1153.09,2.71M,1.37%
6/01/2021,ETH,1207.77,1099.77,1210.78,1060.67,3.75M,9.85%
5/01/2021,ETH,1099.52,1042.48,1131.56,976.91,3.25M,5.48%
4/01/2021,ETH,1042.40,977.76,1158.27,894.24,5.19M,6.92%
3/01/2021,ETH,974.97,774.54,1008.49,769.57,4.02M,25.88%
2/01/2021,ETH,774.50,729.00,787.26,715.15,2.25M,6.22%
1/01/2021,ETH,729.12,735.87,748.96,715.74,1.64M,-0.93%
31/12/2020,ETH,735.94,751.92,755.13,724.67,1.04M,-2.11%
30/12/2020,ETH,751.80,732.04,757.11,720.21,1.86M,2.74%
29/12/2020,ETH,731.76,730.26,739.77,690.24,1.82M,0.23%
28/12/2020,ETH,730.05,683.76,747.86,682.47,2.75M,6.78%
27/12/2020,ETH,683.71,636.35,715.46,627.12,2.31M,7.40%
26/12/2020,ETH,636.58,626.99,652.36,616.04,1.94M,1.54%
25/12/2020,ETH,626.93,612.38,633.90,605.01,1.70M,2.38%
24/12/2020,ETH,612.34,585.47,614.92,566.15,1.72M,4.55%
23/12/2020,ETH,585.69,637.04,638.11,554.09,2.20M,-8.12%
22/12/2020,ETH,637.47,607.86,637.47,588.24,2.12M,4.87%
21/12/2020,ETH,607.85,638.28,647.87,599.97,1.88M,-4.77%
20/12/2020,ETH,638.26,657.79,661.04,622.39,2.11M,-3.02%
19/12/2020,ETH,658.17,654.08,669.54,645.91,2.17M,0.66%
18/12/2020,ETH,653.85,643.28,664.26,630.44,2.63M,1.66%
17/12/2020,ETH,643.17,637.29,675.68,627.36,3.67M,0.91%
16/12/2020,ETH,637.38,588.81,638.18,580.90,3.11M,8.23%
15/12/2020,ETH,588.91,586.22,596.97,579.95,1.74M,0.46%
14/12/2020,ETH,586.19,590.66,591.41,576.01,1.78M,-0.83%
13/12/2020,ETH,591.09,568.07,594.83,563.37,2.03M,4.10%
12/12/2020,ETH,567.78,544.16,573.59,543.90,1.62M,4.34%
11/12/2020,ETH,544.17,558.15,560.28,536.43,30.17M,-2.50%
10/12/2020,ETH,558.13,573.28,575.56,548.99,19.60M,-2.63%
9/12/2020,ETH,573.21,554.95,577.94,530.88,9.10M,3.27%
8/12/2020,ETH,555.05,591.03,594.78,551.08,8.11M,-6.10%
7/12/2020,ETH,591.09,601.54,603.06,584.53,7.72M,-1.76%
6/12/2020,ETH,601.68,596.61,606.90,583.67,13.14M,0.84%
5/12/2020,ETH,596.68,567.84,596.73,561.24,30.83M,5.07%
4/12/2020,ETH,567.91,616.33,619.61,566.34,48.95M,-7.85%
3/12/2020,ETH,616.32,597.94,622.10,587.15,24.00M,3.06%
2/12/2020,ETH,598.05,585.69,604.34,575.24,16.21M,2.12%
1/12/2020,ETH,585.66,616.78,635.66,567.79,49.42M,-4.91%
30/11/2020,ETH,615.92,575.35,615.97,571.04,51.72M,7.03%
29/11/2020,ETH,575.45,537.89,576.52,530.71,5.79M,7.01%
28/11/2020,ETH,537.74,518.70,547.94,506.97,5.34M,3.79%
27/11/2020,ETH,518.11,519.69,530.41,494.65,6.42M,-0.23%
26/11/2020,ETH,519.32,569.69,577.08,484.03,13.11M,-8.84%
25/11/2020,ETH,569.67,605.01,605.63,555.32,14.50M,-5.84%
24/11/2020,ETH,605.03,609.20,621.70,589.56,41.11M,-0.69%
23/11/2020,ETH,609.22,559.37,610.33,551.80,49.68M,8.91%
22/11/2020,ETH,559.40,551.90,580.00,514.44,36.76M,1.36%
21/11/2020,ETH,551.91,509.94,552.13,505.14,26.86M,8.22%
20/11/2020,ETH,509.98,471.27,513.06,471.06,30.85M,8.23%
19/11/2020,ETH,471.21,478.55,480.55,465.41,12.53M,-1.53%
18/11/2020,ETH,478.52,482.05,495.04,459.92,18.19M,-0.71%
17/11/2020,ETH,481.95,460.37,484.59,459.74,7.93M,4.67%
16/11/2020,ETH,460.43,448.18,465.97,445.82,5.62M,2.72%
15/11/2020,ETH,448.23,460.75,462.93,440.44,9.34M,-2.71%
14/11/2020,ETH,460.70,476.38,477.34,452.60,9.17M,-3.27%
13/11/2020,ETH,476.29,462.61,477.78,457.65,9.85M,2.97%
12/11/2020,ETH,462.56,463.33,469.57,452.44,9.33M,-0.17%
11/11/2020,ETH,463.33,450.26,476.08,449.51,15.13M,2.91%
10/11/2020,ETH,450.22,444.38,454.43,439.50,20.76M,1.33%
9/11/2020,ETH,444.33,454.55,458.51,434.95,28.85M,-2.28%
8/11/2020,ETH,454.68,435.39,460.09,432.44,4.82M,4.43%
7/11/2020,ETH,435.40,455.78,467.88,425.57,7.78M,-4.46%
6/11/2020,ETH,455.72,416.59,457.79,415.08,6.53M,9.38%
5/11/2020,ETH,416.63,402.50,419.94,396.46,7.04M,3.59%
4/11/2020,ETH,402.19,388.23,407.90,377.22,6.17M,3.68%
3/11/2020,ETH,387.92,383.64,389.98,370.96,6.73M,1.14%
2/11/2020,ETH,383.53,396.45,404.04,379.13,9.43M,-3.22%
1/11/2020,ETH,396.29,386.36,397.32,384.94,5.52M,2.55%
31/10/2020,ETH,386.42,382.81,394.01,380.53,6.42M,1.05%
30/10/2020,ETH,382.41,387.16,391.98,374.36,2.81M,-1.13%
29/10/2020,ETH,386.76,388.25,393.33,381.53,3.04M,-0.35%
28/10/2020,ETH,388.14,403.11,408.10,381.51,9.96M,-3.72%
27/10/2020,ETH,403.15,393.93,409.85,390.92,6.29M,2.29%
26/10/2020,ETH,394.11,406.45,410.41,383.21,9.06M,-2.95%
25/10/2020,ETH,406.09,412.44,417.07,403.95,3.05M,-1.42%
24/10/2020,ETH,411.92,408.59,416.28,407.74,2.68M,0.83%
23/10/2020,ETH,408.52,414.12,419.11,402.91,8.18M,-1.33%
22/10/2020,ETH,414.05,391.39,420.12,391.21,12.65M,5.84%
21/10/2020,ETH,391.20,368.53,400.36,368.06,13.61M,6.20%
20/10/2020,ETH,368.35,379.03,380.14,367.16,7.46M,-2.86%
19/10/2020,ETH,379.19,377.85,383.97,372.72,6.85M,0.37%
18/10/2020,ETH,377.81,368.61,378.49,367.54,4.68M,2.49%
17/10/2020,ETH,368.63,365.08,369.94,363.18,4.98M,0.95%
16/10/2020,ETH,365.17,377.60,379.60,362.65,7.59M,-3.25%
15/10/2020,ETH,377.45,378.96,380.77,370.39,7.93M,-0.45%
14/10/2020,ETH,379.15,381.13,387.11,373.62,8.08M,-0.55%
13/10/2020,ETH,381.23,386.64,387.06,374.57,7.92M,-1.41%
12/10/2020,ETH,386.68,374.39,394.58,366.05,10.39M,3.34%
11/10/2020,ETH,374.19,370.28,377.27,369.23,5.22M,1.09%
10/10/2020,ETH,370.16,365.25,377.97,364.57,7.17M,1.34%
9/10/2020,ETH,365.28,350.71,368.19,347.82,7.85M,4.12%
8/10/2020,ETH,350.83,341.66,352.95,334.79,6.85M,2.74%
7/10/2020,ETH,341.48,340.59,342.68,334.11,5.77M,0.26%
6/10/2020,ETH,340.61,353.53,354.90,337.21,7.32M,-3.59%
5/10/2020,ETH,353.28,352.69,354.86,348.76,4.96M,0.16%
4/10/2020,ETH,352.73,345.60,353.97,344.03,4.77M,2.06%
3/10/2020,ETH,345.60,345.78,351.04,343.74,4.48M,-0.02%
2/10/2020,ETH,345.68,353.06,353.61,335.91,7.27M,-2.09%
1/10/2020,ETH,353.07,359.50,369.10,345.66,7.93M,-1.76%
30/09/2020,ETH,359.39,359.77,360.94,352.81,5.43M,-0.13%
29/09/2020,ETH,359.86,353.97,360.66,351.48,6.26M,1.63%
28/09/2020,ETH,354.08,357.42,367.63,352.57,7.77M,-0.88%
27/09/2020,ETH,357.23,354.26,362.00,347.51,6.35M,0.84%
26/09/2020,ETH,354.25,351.62,355.87,346.95,6.48M,0.75%
25/09/2020,ETH,351.63,349.13,357.80,338.01,8.47M,0.70%
24/09/2020,ETH,349.17,319.97,352.60,317.27,9.40M,9.13%
23/09/2020,ETH,319.95,343.96,344.12,315.54,13.88M,-7.00%
22/09/2020,ETH,344.03,341.32,346.19,336.15,9.29M,0.80%
21/09/2020,ETH,341.30,371.09,375.34,331.41,11.41M,-8.03%
20/09/2020,ETH,371.12,385.33,385.39,365.48,7.30M,-3.67%
19/09/2020,ETH,385.25,384.25,386.99,377.63,6.74M,0.27%
18/09/2020,ETH,384.20,389.37,392.21,375.81,8.95M,-1.23%
17/09/2020,ETH,388.97,364.75,393.96,363.54,12.85M,6.60%
16/09/2020,ETH,364.88,363.91,372.88,355.18,9.06M,0.24%
15/09/2020,ETH,364.01,376.70,381.67,362.40,9.06M,-3.37%
14/09/2020,ETH,376.70,365.89,383.99,357.54,10.34M,3.01%
13/09/2020,ETH,365.71,388.06,389.51,353.85,10.38M,-5.74%
12/09/2020,ETH,387.98,373.74,388.12,366.05,11.49M,3.82%
11/09/2020,ETH,373.72,367.89,374.41,356.38,12.53M,1.58%
10/09/2020,ETH,367.92,351.10,376.92,350.86,16.50M,4.79%
9/09/2020,ETH,351.10,337.46,358.33,331.12,14.07M,4.04%
8/09/2020,ETH,337.46,352.06,355.69,326.66,18.98M,-4.15%
7/09/2020,ETH,352.06,353.49,357.33,325.47,21.69M,-0.40%
6/09/2020,ETH,353.49,334.91,358.09,316.69,20.13M,5.55%
5/09/2020,ETH,334.91,385.94,394.12,314.13,35.32M,-13.22%
4/09/2020,ETH,385.94,381.97,399.58,368.22,25.20M,1.04%
3/09/2020,ETH,381.97,439.14,466.40,376.99,33.59M,-13.01%
2/09/2020,ETH,439.08,475.72,480.96,423.26,30.14M,-7.72%
1/09/2020,ETH,475.80,433.89,488.24,429.65,10.42M,9.65%
31/08/2020,ETH,433.90,428.81,438.71,418.35,7.89M,1.18%
30/08/2020,ETH,428.86,398.80,429.59,398.47,6.67M,7.54%
29/08/2020,ETH,398.80,395.32,405.53,391.97,5.23M,0.93%
28/08/2020,ETH,395.11,383.16,397.64,379.80,6.16M,3.13%
27/08/2020,ETH,383.11,385.96,396.48,372.53,7.03M,-0.74%
26/08/2020,ETH,385.96,383.16,392.61,377.63,6.69M,0.72%
25/08/2020,ETH,383.20,407.64,409.02,370.40,8.28M,-6.01%
24/08/2020,ETH,407.70,390.81,410.17,387.62,6.69M,4.40%
23/08/2020,ETH,390.50,395.56,396.96,383.42,5.36M,-1.28%
22/08/2020,ETH,395.56,388.06,396.87,379.96,6.73M,1.95%
21/08/2020,ETH,387.99,416.05,418.72,385.21,7.62M,-6.75%
20/08/2020,ETH,416.05,407.39,418.92,402.80,6.23M,2.11%
19/08/2020,ETH,407.44,422.10,426.65,394.51,8.44M,-3.49%
18/08/2020,ETH,422.16,430.63,433.65,415.45,8.18M,-1.95%
17/08/2020,ETH,430.56,433.62,444.86,420.71,7.83M,-0.71%
16/08/2020,ETH,433.63,432.22,436.58,413.22,7.02M,0.34%
15/08/2020,ETH,432.18,438.04,442.70,428.75,7.27M,-1.34%
14/08/2020,ETH,438.03,424.28,443.74,418.37,8.67M,3.23%
13/08/2020,ETH,424.31,387.15,430.33,377.57,12.04M,9.61%
12/08/2020,ETH,387.12,379.03,389.21,367.05,8.59M,2.14%
11/08/2020,ETH,379.01,395.52,398.13,367.38,9.44M,-4.18%
10/08/2020,ETH,395.53,390.22,399.05,386.45,8.01M,1.36%
9/08/2020,ETH,390.23,396.78,399.93,384.31,4.97M,-1.65%
8/08/2020,ETH,396.76,379.57,396.77,376.38,4.94M,4.53%
7/08/2020,ETH,379.57,394.80,398.14,366.44,8.34M,-3.86%
6/08/2020,ETH,394.83,400.80,403.18,391.67,7.92M,-1.49%
5/08/2020,ETH,400.79,389.62,406.92,384.84,8.74M,2.87%
4/08/2020,ETH,389.62,385.86,402.01,381.30,9.84M,0.99%
3/08/2020,ETH,385.80,372.26,397.73,368.46,9.92M,3.69%
2/08/2020,ETH,372.08,387.15,415.08,335.76,16.38M,-3.89%
1/08/2020,ETH,387.14,346.48,392.37,343.33,11.03M,11.73%
31/07/2020,ETH,346.51,334.84,349.34,329.02,8.69M,3.48%
30/07/2020,ETH,334.87,317.79,341.11,314.83,9.07M,5.36%
29/07/2020,ETH,317.82,316.95,324.93,312.64,8.72M,0.27%
28/07/2020,ETH,316.96,321.82,326.53,306.40,9.91M,-1.50%
27/07/2020,ETH,321.80,311.12,332.57,311.04,13.73M,3.43%
26/07/2020,ETH,311.13,305.32,318.54,300.33,9.19M,1.90%
25/07/2020,ETH,305.32,279.33,308.57,279.33,8.59M,9.30%
24/07/2020,ETH,279.33,275.33,287.01,268.54,7.17M,1.45%
23/07/2020,ETH,275.34,263.29,279.53,260.70,8.79M,4.58%
22/07/2020,ETH,263.28,245.54,266.42,241.89,6.68M,7.23%
21/07/2020,ETH,245.53,236.10,246.49,235.67,6.29M,3.99%
20/07/2020,ETH,236.10,239.03,239.71,234.51,5.36M,-1.22%
19/07/2020,ETH,239.01,235.72,239.70,233.35,6.61M,1.38%
18/07/2020,ETH,235.75,232.77,236.83,232.40,5.79M,1.29%
17/07/2020,ETH,232.75,233.65,234.53,231.84,5.88M,-0.39%
16/07/2020,ETH,233.65,238.62,239.47,230.44,6.63M,-2.08%
15/07/2020,ETH,238.62,240.49,241.36,237.04,7.35M,-0.78%
14/07/2020,ETH,240.50,239.75,242.08,237.21,7.07M,0.32%
13/07/2020,ETH,239.73,242.84,245.04,237.71,8.32M,-1.24%
12/07/2020,ETH,242.75,239.20,243.79,236.91,6.81M,1.48%
11/07/2020,ETH,239.20,241.21,241.64,237.76,6.42M,-0.85%
10/07/2020,ETH,241.26,242.01,242.17,236.19,6.84M,-0.32%
9/07/2020,ETH,242.02,246.93,247.63,238.28,9.02M,-2.01%
8/07/2020,ETH,246.99,239.26,248.76,238.00,12.98M,3.24%
7/07/2020,ETH,239.25,241.56,243.43,234.92,6.26M,-0.95%
6/07/2020,ETH,241.56,227.95,241.64,227.10,9.45M,5.96%
5/07/2020,ETH,227.98,229.09,229.80,223.79,5.41M,-0.51%
4/07/2020,ETH,229.15,225.09,230.40,224.80,5.45M,1.79%
3/07/2020,ETH,225.12,226.42,228.14,224.77,5.20M,-0.57%
2/07/2020,ETH,226.42,230.96,232.04,223.53,7.28M,-1.96%
1/07/2020,ETH,230.95,225.61,232.47,224.33,6.31M,2.36%
30/06/2020,ETH,225.63,227.88,228.57,223.23,5.60M,-0.99%
29/06/2020,ETH,227.87,225.09,229.83,221.60,6.80M,1.24%
28/06/2020,ETH,225.09,221.07,227.74,218.46,5.91M,1.82%
27/06/2020,ETH,221.06,229.72,231.30,217.11,7.21M,-3.75%
26/06/2020,ETH,229.67,232.57,233.50,228.16,6.96M,-1.24%
25/06/2020,ETH,232.56,234.75,235.29,227.99,6.48M,-0.93%
24/06/2020,ETH,234.75,243.20,249.23,231.56,9.13M,-3.47%
23/06/2020,ETH,243.20,243.24,244.77,240.94,5.16M,-0.02%
22/06/2020,ETH,243.25,228.11,246.39,227.69,7.93M,6.63%
21/06/2020,ETH,228.13,228.87,231.18,227.38,4.10M,-0.32%
20/06/2020,ETH,228.86,229.11,230.96,226.28,4.54M,-0.11%
19/06/2020,ETH,229.11,231.34,231.94,226.97,5.56M,-0.97%
18/06/2020,ETH,231.34,233.85,234.69,228.13,4.96M,-1.09%
17/06/2020,ETH,233.88,235.37,236.55,228.63,5.94M,-0.63%
16/06/2020,ETH,235.36,230.92,235.95,228.99,7.03M,1.92%
15/06/2020,ETH,230.93,231.99,233.34,219.06,10.18M,-0.47%
14/06/2020,ETH,232.02,238.23,238.48,230.52,5.78M,-2.60%
13/06/2020,ETH,238.22,237.55,238.61,234.86,5.27M,0.29%
12/06/2020,ETH,237.54,230.72,239.23,228.62,7.34M,2.96%
11/06/2020,ETH,230.71,247.79,249.77,227.01,12.40M,-6.89%
10/06/2020,ETH,247.78,243.82,249.51,242.54,7.63M,1.62%
9/06/2020,ETH,243.82,246.19,249.45,240.18,6.86M,-0.96%
8/06/2020,ETH,246.18,244.56,247.11,241.30,6.55M,0.66%
7/06/2020,ETH,244.56,242.00,244.94,235.44,8.10M,1.06%
6/06/2020,ETH,242.00,240.27,244.43,238.38,6.62M,0.73%
5/06/2020,ETH,240.23,243.37,247.50,239.70,7.75M,-1.29%
4/06/2020,ETH,243.37,244.53,246.41,236.68,8.75M,-0.47%
3/06/2020,ETH,244.52,237.90,244.76,233.84,8.15M,2.77%
2/06/2020,ETH,237.94,248.01,253.21,227.95,12.69M,-4.05%
1/06/2020,ETH,247.97,231.80,249.81,230.85,11.97M,6.97%
31/05/2020,ETH,231.81,243.63,245.33,230.31,12.43M,-4.85%
30/05/2020,ETH,243.63,220.66,246.55,218.86,14.34M,10.41%
29/05/2020,ETH,220.66,220.14,224.52,217.84,12.36M,0.21%
28/05/2020,ETH,220.18,208.20,220.33,204.79,12.51M,5.77%
27/05/2020,ETH,208.18,200.99,208.18,200.85,10.28M,3.57%
26/05/2020,ETH,201.00,204.13,204.90,197.30,10.44M,-1.53%
25/05/2020,ETH,204.13,199.99,205.52,198.57,10.63M,2.08%
24/05/2020,ETH,199.97,206.65,210.40,199.97,11.89M,-3.22%
23/05/2020,ETH,206.62,207.35,211.03,204.97,9.91M,-0.35%
22/05/2020,ETH,207.35,198.75,209.04,196.68,12.13M,4.33%
21/05/2020,ETH,198.75,210.00,211.58,192.11,14.36M,-5.35%
20/05/2020,ETH,209.99,214.52,215.28,207.03,12.19M,-2.11%
19/05/2020,ETH,214.51,214.88,215.75,209.79,13.96M,-0.17%
18/05/2020,ETH,214.87,207.00,217.00,207.00,17.73M,3.80%
